year,Access to Electricity: % of Population,Access to Electricity: Urban: % of Urban Population,Access to Electricity: Rural: % of Rural Population
Region,China,China,China
Subnational,,,
Frequency,"Annual, ending ""Dec"" of each year","Annual, ending ""Dec"" of each year","Annual, ending ""Dec"" of each year"
Unit,%,%,%
Source,World Bank,World Bank,World Bank
Status,Active,Active,Active
Series ID,315433802,360519727,360517257
SR Code,SR5739226,SR5308113,SR5310113
Trade Code,,,
Mnemonic,,,
Function Description,,,
First Obs. Date,2000,2000,2000
Last Obs. Date,2021,2021,2021
Last Update Time,05/07/2023,05/07/2023,05/07/2023
Series remarks,,,
Suggestions,,,
Mean,99.00561086454546,99.92023537318182,98.37134335136365
Variance,1.415894423770061,0.014329055380335928,3.5413944624592673
Standard Deviation,1.1899136202977345,0.11970403243139276,1.8818593099536605
Skewness,-0.7104405776082874,-1.0468893159873416,-0.5910125202885826
Kurtosis,-1.1348360641894049,-0.7870786903380886,-1.3627668926523002
Coefficient Variation,0.012018648336261619,0.0011979959012738757,0.019130157684560823
Min,96.74505615,99.7100296,94.92390585
Max,100,100,100
Median,99.793603515,100,99.59061559
No. of Obs,22,22,22
2000,96.74505615,100,94.92390585
2001,96.98531342,99.71642303,95.37491951
2002,97.21701813,99.71080017,95.66080903
2003,97.44718933,99.7100296,95.95265668
2004,97.68283081,99.72103882,96.2579968
2005,97.93093872,99.75074768,96.58465116
2006,98.19830322,99.80580139,96.94201929
2007,98.4865036,99.88642883,97.33186736
2008,98.79193878,99.95439148,97.77999763
2009,99.11075592,99.98951721,98.3034825
2010,99.7,100,99.40914641
2011,99.88720703,100,99.77208477
2012,99.94743347,100,99.89101995
2013,99.99295044,100,99.98499679
2014,100,100,100
2015,100,100,100
2016,100,100,100
2017,100,100,100
2018,100,100,100
2019,100,100,100
2020,100,100,100
2021,100,100,100
